Altitude,WindY,WindX
540.8460322755702,40.19729312166662,47.5644465899435
556.1881727756235,55.00642163167819,45.40780942089275
568.5474110879987,32.001996907462605,60.37116105697781
581.1804471166057,34.292651664431844,60.165259007495834
595.2840983254699,44.65741204945923,71.97435635700785
609.7291241170243,46.77789449188523,66.16538008888966
622.03404523528,52.757316413979474,46.8843014495419
634.587503035427,46.782903121262194,64.31437184085975
644.8120469637566,242.02769028055104,184.69214481534564
0.10225405925099516,57.19357945245899,105.89171083764299
0.10225405925099516,285.1007081525207,125.02234373371539
673.7878309758426,34.329077840538716,29.9605858712023
681.9135899268433,37.60324716117968,34.50990142400996
692.9008879499993,33.5490702256415,28.25960195194726
686.0132598847922,40.89302755105727,34.417332682799184
712.555342916916,32.77338408899137,31.539912595969593
722.5922012610257,38.520000824603116,37.544044255862524
734.2349313396489,33.46355469591989,35.462795871180056
744.5761021100826,33.616507812032545,36.14937623845157
755.0627508523045,22.199196093384298,35.896790036596656
765.6974388489173,50.81211025348973,41.38391116923552
778.0346998750582,28.746740017452712,45.80933306706867
788.9927588740372,51.98836249057929,46.29107399489952
800.1060947838387,27.910710682235933,45.99415613223704
809.754550619621,41.53534230624426,-1221.0656470492113
821.159360895829,33.063724738490656,1312.7496766196152
831.0626743709665,33.96680213586938,44.874931094351425
841.0864547215485,246.96439831237097,303.30233674820784
0.3056271676000806,36.57295178832622,45.09215095674053
0.10266348450423615,16.569689734408033,44.661108626429645
0.10266348450423615,169.34649122743429,381.06436306838486
882.3990466587535,28.05919839719322,58.85598986432724
893.0417285552213,28.5247801527296,60.79548625382153
902.007939024726,37.33697077086321,65.45540113988477
912.8862993072896,13.854457586641093,66.6384545612312
922.0504785984832,135.5891034801353,414.6181780100799
2.708593729527011,29.313771992736818,104.69841126669075
0.10266348450423615,-3396218.013992231,7233182.278866267
0.10266348450423615,3396414.5683274255,-9829862.08838723
963.4849905355028,27.97457751973917,63.65069151158442
973.158943383408,27.65779802097205,82.67887000872827
982.9295371055765,-589.6704213273772,77.02755494581118
992.7982283711455,642.6688291416552,76.38307924266114
1002.7645664757978,19.88933372938595,81.37050975728488
1012.8338530497956,17.574029038322763,81.41486424977191
1023.002786042183,15.473493665347615,83.92723923652844
1033.2738159361422,16.308501366351233,84.67854492164979
1043.647390413656,16.643356331135518,71.00613880806763
1054.1262769647433,9.646649951862152,98.63706912287705
1064.7097891999351,23.042297318148247,88.06765105659056
1077.5503598669877,17.053964936618534,77.19676020155515
1088.3676463456811,19.38872804537129,110.33162086062453
1101.4949569351354,24.99140282999456,91.54006247240804
1112.5540545105157,81.8765833769278,535.0916405136878
0.10286881147324463,180.9480150021866,529.0871344534152
1137.2758542713407,25.468596117070966,112.15011680554888
1148.6948269968357,25.02354012209228,128.31706708167334
1162.5482706774972,20.54324047717908,112.31755889026351
1171.876595221559,4.924460823317792,120.14338888361713
1183.6420302008642,116.32835581544198,579.2890982636661
5.627687184750283,10.520435114310187,1579331.760199815
0.10307454909619111,-754079.0580741622,4843082.992520509
0.10307454909619111,754160.44424797,-8304824.242093408
1222.0925501424192,1.913556802658979,145.50729625869698
1229.4395994209683,13.767072340647188,122.35670338390473
1239.3046621284604,26.712273400295445,136.87530387107054
1249.2488824149573,9.370564540431932,136.8195525240552
1256.7605020897238,-4.616577360198413,136.6669967068275
1264.3150241167625,14.556455217711772,142.51491051969458
1274.4599283485854,0.2392768041780534,133.58519238391605
1282.1219916334965,-12.96221839151084,162.6050036877868
1289.8313020394562,0.6058187301325916,139.1920169345073
1297.5845883000707,13.567518195494571,157.01045769235773
1307.9964485800585,4.651688130304635,157.53449820039071
1315.8601336928934,-7.9516384998654015,156.67515348137354
1323.7707819878683,0.29286853206181046,155.69469780596472
1331.7296177589103,1.9609948620921739e-16,153.6148199425639
1339.7359868747137,-1.8299926960975434,152.71574056265453
1347.7904903456924,10.262390427048244,151.75351870823184
1355.8936539390418,-6.7392310064880165,154.49056285362929
1364.0450596294686,-2.8284115675284482,140.55898614903762
1374.9902008592019,8.944483892450489,166.41432881730756
1383.2566529466892,-2.899302073840129,154.31725892404867
1391.573541884808,-8.514622026989219,142.00219098295764
1399.9389498345383,-8.307564703080889,174.17991541228523
1411.1721047884557,-4.452806983296968,149.21466566900617
1419.6560827718208,-6.970514523274543,159.49841380793677
1428.1922138291477,-5.939923118357132,224.35285044246928
1600.4659519344082,37.05890049367984,789.0247277571777
0.1032806981943835,-27.86588494355201,137.76157433531114
0.1032806981943835,49.7585641039708,753.8852104302964
1471.641453763105,25.53779627893545,743.2683706519944
1.31672898563629,-25.171640712862537,148.02492053638215
0.1032806981943835,-7.247413657875246,-962261.3105570049
0.1032806981943835,-5.327938650109428,963200.9841747032
1516.4135256950512,30.726652898490162,769.6801047310914
9.729390815263793,-10.97328270631633,173.1085507960651
0.1032806981943835,-3396631.7334228368,1343357.597558267
0.1032806981943835,3397165.2703603744,-1825761.4272107438
1556.3179416343967,-8.115845285042091,184.75151501430125
1565.6745876171444,-10.529607312160072,183.71810282966985
1575.0874357632954,-11.767086368171846,170.42506503195344
1584.5568740278038,-9.688416077903346,195.80176041296167
1594.0826615769943,-13.22022549670246,182.66981318023218
1606.8742176059536,-11.413424969064142,167.13750697695514
1616.5347582571944,-26.310176435050405,183.5029671010402
