Altitude,WindY,WindX
50.03893193341736,0.5067650177834052,0.025456574099928
48.75595317994435,0.0011073762753551636,0.5139311877820615
48.75595317994435,-0.43974335308469925,0.2695826396616824
48.8,0.4397433525631938,-0.26958264051663333
48.75595317994435,0.0011073762753551636,0.5139311877820615
48.75595317994435,0.0011073762753551636,0.5139311877820615
48.75595317994435,-0.43974335308469925,0.2695826396616824
48.8,0.4397433525631938,-0.26958264051663333
48.75595317994435,0.0011073762753551636,0.5139311877820615
48.75595317994435,0.0011073762753551636,0.5139311877820615
48.75595317994435,-0.43974335308469925,0.2695826396616824
48.8,0.4397433525631938,-0.26958264051663333
48.75595317994435,0.0011073762753551636,0.5139311877820615
48.75595317994435,-0.03896452010851488,0.5106574502592298
47.88705812056806,0.2048258901086586,0.05506625239841916
45.7,-0.0006815188968849865,0.19825892892467512
43.85694843212154,0.18142088268936557,8.722936422640683e-18
41.72010299340878,0.11960873081830244,0.050913148268757785
39.92597203113424,-0.037876022261092705,-0.24114647238583511
38.7,0.03887380080451389,0.2477724198300336
37.8291877871002,0.00013932736513909113,0.06466156070890416
36.85926212488642,0.18192693788097417,8.753923369399323e-18
34.71482585750856,-0.007694392427992171,-0.06108176905156536
33.8,0.003571541612020307,0.001886862136550366
33.82475122392201,0.0,0.0
33.82475122392201,0.0,0.0
33.82475122392201,-0.0035715416109454307,-0.001886862134356977
33.8,0.003571541612020307,0.001886862136550366
33.82475122392201,0.0,0.0
33.82475122392201,0.0,0.0
33.82475122392201,-0.0035715416109454307,-0.001886862134356977
33.8,0.003571541612020307,0.001886862136550366
33.82475122392201,0.0,0.0
33.82475122392201,0.0,0.0
33.82475122392201,-0.0035715416109454307,-0.001886862134356977
33.8,0.003571541612020307,0.001886862136550366
33.82475122392201,-0.03896452005578332,0.0
33.82475122392201,0.00013402838711861978,0.06220231525756159
32.89171432911175,-0.013429228738928354,-0.0788026372060861
